date,Sleep Score,Total Sleep Score,REM Sleep Score,Deep Sleep Score,Sleep Efficiency Score,Restfulness Score,Sleep Latency Score,Sleep Timin Score,Total Sleep Duration,Total Bedtime ,Awake Time,REM Sleep Duration,Light Sleep Duration,Deep Sleep Duration,Restless Sleep,Sleep Efficiency,Sleep Latency,Sleep Timing,Bedtime Start,Bedtime End,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (Â°C),Temperature Trend Deviation,Respiratory Rate,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score
8/12/2022,78,65,75,96,99,73,72,100,22140,23520,1380,5040,11700,5400,170,94,330,390,2022-08-11T23:29:48.000-04:00,2022-08-12T06:01:48.000-04:00,55.76,46,43,-0.03,0.28,12.25,91,50,100,95,100,98,619,2719,9004,10044,45180,24420,10020,1380,1860,3540,1.5625,0,76,80,66,89,75,100,96,74,52
8/13/2022,80,60,78,97,100,88,91,92,21060,22260,1200,5190,9570,6300,165,95,750,374,2022-08-13T00:07:53.000-04:00,2022-08-13T06:18:53.000-04:00,52.76,46,48,-0.37,0.02,12.625,90,78,95,78,96,97,418,2479,10479,8232,32340,33240,12960,3120,0,4740,1.4375,1,75,85,65,38,72,92,96,74,92
8/14/2022,82,72,90,98,76,86,78,100,24030,29460,5430,6030,10980,7020,154,82,420,513,2022-08-13T21:26:43.000-04:00,2022-08-14T05:37:43.000-04:00,55.69,45,51,-0.02,-0.04,12.5,72,45,43,60,71,96,110,2141,2527,1818,47520,24720,7500,120,0,6540,1.25,4,81,90,67,89,72,100,100,75,86
8/15/2022,71,57,59,97,81,71,64,100,20250,24000,3750,3960,10260,6030,144,84,1680,420,2022-08-14T22:55:24.000-04:00,2022-08-15T05:35:24.000-04:00,53.45,46,44,-0.25,-0.07,11.875,85,71,95,60,96,100,1837,3957,7010,29514,34380,26520,8940,120,9720,6720,2.28125,1,75,62,64,90,82,96,95,72,76
8/16/2022,75,62,63,98,96,66,81,100,21450,23640,2190,4230,9840,7380,211,91,480,393,2022-08-15T23:19:47.000-04:00,2022-08-16T05:53:47.000-04:00,58.49,49,49,0.06,0.02,12.75,81,63,100,60,71,100,323,2456,7494,5349,39360,26460,15960,1980,60,2580,1.4375,0,60,73,64,1,47,100,72,73,64
8/17/2022,66,47,35,91,98,70,67,100,17820,19140,1320,2400,10860,4560,154,93,180,315,2022-08-16T22:59:13.000-04:00,2022-08-17T04:18:13.000-04:00,55.44,48,46,0.24,0.17,11.875,88,76,100,78,71,100,680,2876,15817,13536,32280,18600,30360,2640,0,2520,1.6875,0,63,50,59,89,50,84,81,71,45
8/18/2022,76,71,96,77,79,67,64,100,23640,28500,4860,7110,12690,3840,227,83,1680,504,2022-08-17T22:00:20.000-06:00,2022-08-18T05:55:20.000-06:00,63.45,49,52,-0.12,0.17,12.625,91,100,100,78,71,100,199,2199,4338,3732,16380,27960,11580,480,0,30000,1.28125,0,66,75,61,75,42,100,73,75,60
8/19/2022,78,72,83,79,88,74,70,100,23970,27540,3570,5550,14490,3930,202,87,270,482,2022-08-18T22:53:00.000-06:00,2022-08-19T06:32:00.000-06:00,60.98,51,59,-0.37,-0.03,12.75,82,90,100,60,40,98,280,2372,6209,5125,25200,21240,16500,780,0,22680,1.375,0,71,80,64,100,53,92,58,82,67
8/20/2022,60,25,17,96,93,87,81,96,12450,13920,1470,1170,5760,5520,130,89,510,227,2022-08-20T01:12:29.000-06:00,2022-08-20T05:04:29.000-06:00,53.6,47,67,-0.08,-0.1,12.125,83,67,100,78,40,96,389,2471,9459,7406,36360,29520,15660,2400,0,2460,1.4375,0,67,35,53,98,59,100,89,87,62
8/21/2022,90,79,80,99,100,95,97,100,25680,26940,1260,5400,12090,8190,225,95,870,455,2022-08-20T22:06:23.000-06:00,2022-08-21T05:35:23.000-06:00,52.98,45,65,-0.24,-0.1,12.875,85,80,100,78,40,95,438,2533,10214,8330,30600,29160,19860,2700,0,4080,1.46875,0,82,100,57,87,62,97,100,90,89
8/22/2022,84,75,73,98,97,78,94,100,24570,26820,2250,4890,12360,7320,242,92,1020,458,2022-08-21T22:41:32.000-06:00,2022-08-22T06:08:32.000-06:00,52.59,45,66,-0.23,-0.11,12.625,79,89,100,78,1,78,471,2620,10677,8515,26220,30180,25740,1920,0,2340,1.5,0,83,94,61,90,63,97,100,92,100
8/23/2022,78,70,48,98,96,70,91,100,23400,25740,2340,3240,12570,7590,233,91,720,427,2022-08-22T21:33:41.000-06:00,2022-08-23T04:42:41.000-06:00,60.01,48,51,0.25,0.05,12.5,69,71,100,60,1,76,386,2494,8365,7232,34920,25200,18720,1380,0,6180,1.4375,0,74,79,63,95,65,83,80,91,43
8/24/2022,71,61,77,72,86,67,83,81,21180,24660,3480,5130,12480,3570,221,86,1260,433,2022-08-24T00:00:00.000-04:00,2022-08-24T06:51:00.000-04:00,59.05,49,36,0.01,0.15,12.375,56,47,100,43,1,63,126,2197,2825,1973,46620,27300,7860,240,0,4380,1.28125,0,72,62,63,89,67,100,72,86,73
8/25/2022,70,52,36,97,93,72,81,100,19170,21540,2370,2460,10290,6420,152,89,510,359,2022-08-24T23:55:35.000-04:00,2022-08-25T05:54:35.000-04:00,51.15,44,46,-0.06,0.12,11.5,60,41,95,43,1,55,157,2236,3188,2616,49800,25260,8820,660,0,1860,1.3125,1,74,60,61,91,76,100,100,84,58
8/26/2022,86,83,100,96,97,69,72,100,26550,28920,2370,9450,11130,5970,246,92,330,14280,2022-08-25T22:53:08.000-04:00,2022-08-26T06:55:08.000-04:00,61.02,51,28,0.36,0.22,12.25,59,42,100,43,1,46,167,2247,3820,2704,48720,22980,10500,600,0,3600,1.3125,0,75,100,66,85,83,74,57,64,99
8/27/2022,69,50,46,97,99,83,75,70,18540,19680,1140,3090,9360,6090,114,94,360,9780,2022-08-27T01:15:51.000-04:00,2022-08-27T06:43:51.000-04:00,55.12,48,47,-0.02,0.22,12.125,57,61,95,25,1,46,276,2359,6327,5058,40020,29640,12480,1320,0,2940,1.375,1,70,57,62,86,89,100,81,62,67
8/28/2022,74,57,62,97,97,73,78,100,20220,21900,1680,4170,9840,6210,173,92,450,11010,2022-08-27T23:03:01.000-04:00,2022-08-28T05:08:01.000-04:00,56.35,49,42,-0.08,0.13,12.125,62,100,100,25,1,35,13,1948,304,141,7320,20100,1080,0,0,57900,1.15625,0,69,70,60,89,91,100,73,58,63
8/29/2022,65,43,19,96,95,69,89,100,16920,18720,1800,1290,9750,5880,175,90,660,9420,2022-08-28T23:19:12.000-04:00,2022-08-29T04:31:12.000-04:00,57.26,47,48,0.03,0.07,11.875,43,38,78,1,1,29,134,2249,3064,1884,50100,25500,9180,120,0,1500,1.3125,2,63,48,55,None,98,100,88,60,40
8/30/2022,68,48,40,96,76,73,86,100,18180,22200,4020,2730,9480,5970,127,82,1200,11790,2022-08-29T22:06:36.000-04:00,2022-08-30T04:16:36.000-04:00,57.16,46,46,0.34,0.23,12.5,48,46,95,1,1,41,299,2402,7132,5392,46260,24240,11040,2040,0,2820,1.40625,1,67,55,51,87,96,75,96,60,38
8/31/2022,83,67,94,96,97,78,89,100,22620,24480,1860,6300,11010,5310,162,92,660,12150,2022-08-30T22:02:54.000-04:00,2022-08-31T04:50:54.000-04:00,58.33,52,36,-0.14,0.19,12.5,46,40,95,1,1,37,81,2131,1786,1147,50400,26940,4620,240,0,4200,1.25,1,71,93,53,81,98,100,50,54,100
9/1/2022,89,84,94,97,97,76,91,100,26910,29100,2190,6270,13860,6780,231,92,750,14700,2022-08-31T21:35:38.000-04:00,2022-09-01T05:40:38.000-04:00,56.71,50,47,-0.04,0.1,12.625,44,41,78,1,1,34,109,2184,2264,1515,49500,29100,6540,360,0,900,1.25,2,77,100,60,88,93,100,66,57,100
9/2/2022,76,63,61,99,93,69,81,100,21780,24600,2820,4140,9690,7950,160,89,480,12540,2022-09-01T21:38:05.000-04:00,2022-09-02T04:28:05.000-04:00,55.47,47,46,0.28,0.17,12.375,49,57,100,1,1,37,311,2476,7041,5484,42540,21480,17700,960,0,3720,1.4375,0,74,74,61,88,90,81,90,58,72
9/3/2022,79,76,68,100,83,73,64,100,25020,29580,4560,4530,10740,9750,169,85,150,14730,2022-09-02T22:17:46.000-04:00,2022-09-03T06:30:46.000-04:00,56.57,46,52,-0.03,0.2,12.625,49,61,100,1,1,33,185,2228,4092,3068,39960,32100,12960,300,0,1080,1.28125,0,76,82,65,84,93,100,98,64,55
9/4/2022,75,73,33,99,88,68,70,100,24150,27780,3630,2250,13680,8220,220,87,240,13410,2022-09-03T22:45:13.000-04:00,2022-09-04T06:28:13.000-04:00,50.3,45,62,0.12,0.2,11.375,50,75,95,1,1,30,149,2172,3132,2413,33360,29280,10200,240,0,13320,1.25,1,83,72,68,94,92,95,100,74,100
9/5/2022,60,48,14,97,65,57,67,100,17970,23460,5490,960,10920,6090,208,77,180,12390,2022-09-04T22:50:55.000-04:00,2022-09-05T05:21:55.000-04:00,52.16,44,65,0.19,0.23,12,50,61,100,1,1,37,314,2410,7450,5891,39720,26280,14160,1440,0,4800,1.40625,0,73,35,64,99,91,88,100,84,51
9/6/2022,72,60,23,97,90,77,89,100,20910,23700,2790,1620,12780,6510,190,88,690,11640,2022-09-05T23:10:39.000-04:00,2022-09-06T05:45:39.000-04:00,53.51,47,70,-0.12,0.17,11.5,66,56,100,25,40,84,538,2657,7627,8493,41940,23700,10620,660,1860,7620,1.53125,0,79,65,62,86,96,100,88,89,85
9/7/2022,79,65,63,99,97,86,75,100,22200,24180,1980,4230,10020,7950,131,92,360,11760,2022-09-06T23:15:05.000-04:00,2022-09-07T05:58:05.000-04:00,54.86,47,59,0.28,0.22,12.125,61,35,95,25,40,78,161,2287,3294,2217,52020,20760,10980,300,0,2340,1.34375,1,77,83,62,46,96,81,88,91,77
9/8/2022,66,45,31,98,72,74,99,87,17280,21480,4200,2130,8250,6900,151,80,900,11520,2022-09-08T00:12:34.000-04:00,2022-09-08T06:10:34.000-04:00,52.73,46,53,-0.42,0.03,12.125,69,55,78,25,71,95,326,2411,2786,5323,43200,26700,8460,1320,600,6120,1.40625,2,75,50,57,83,98,91,96,91,73
9/9/2022,78,67,82,62,99,83,81,100,22620,23940,1320,5490,14010,3120,197,94,480,12000,2022-09-08T22:42:15.000-04:00,2022-09-09T05:21:15.000-04:00,51.96,43,61,-0.43,-0.17,12.5,66,31,95,25,71,92,209,2319,4637,3582,54480,18120,9480,1140,0,3180,1.34375,1,82,80,58,74,95,90,99,93,96
9/10/2022,64,39,38,97,93,71,75,96,15990,17940,1950,2580,6720,6690,102,89,390,8820,2022-09-10T00:38:34.000-04:00,2022-09-10T05:37:34.000-04:00,54.47,49,37,-0.24,-0.24,12.25,84,100,95,43,96,98,722,2706,8682,11994,12000,21000,3900,1500,2580,45420,1.5625,1,69,45,52,77,96,97,72,88,81
9/11/2022,67,50,51,81,88,65,81,100,18720,21480,2760,3450,11220,4050,173,87,510,10860,2022-09-10T23:37:32.000-04:00,2022-09-11T05:35:32.000-04:00,56.03,49,31,0.08,-0.05,11.875,78,52,100,43,96,97,172,2242,3895,2948,46020,22320,9060,600,60,8340,1.3125,0,64,53,50,None,93,98,73,76,56
9/12/2022,68,58,60,78,72,64,70,100,20640,25740,5100,3990,12750,3900,221,80,270,12480,2022-09-11T22:58:19.000-04:00,2022-09-12T06:07:19.000-04:00,56.22,47,40,0.21,0.16,12.75,74,43,78,43,96,96,200,2328,4059,3148,48900,20760,10500,780,0,5460,1.375,2,72,55,50,86,95,87,88,69,99
9/13/2022,64,45,42,69,90,68,78,100,17310,19560,2250,2880,10950,3480,191,88,450,9660,2022-09-13T00:16:19.000-04:00,2022-09-13T05:42:19.000-04:00,49.05,44,58,-0.33,0.06,11.875,69,54,78,25,71,96,290,2390,3880,4995,43380,22560,10980,1740,0,7740,1.40625,2,72,45,46,84,97,94,100,75,89
9/14/2022,73,56,75,90,96,68,70,100,20010,21960,1950,5040,10470,4500,195,91,270,11010,2022-09-13T23:34:06.000-04:00,2022-09-14T05:40:06.000-04:00,54.91,44,54,-0.04,0,12.25,78,56,100,43,96,98,714,2836,11018,11805,44100,22620,11760,2040,1980,3900,1.65625,0,72,68,46,84,95,100,100,77,63
9/15/2022,78,66,60,100,96,72,81,100,22380,24660,2280,4050,8910,9420,186,91,510,12510,2022-09-14T22:28:29.000-04:00,2022-09-15T05:19:29.000-04:00,54.95,43,51,-0.34,-0.12,12.625,81,54,95,60,96,98,408,2549,8333,6974,43320,22560,14400,2820,300,3000,1.46875,1,66,80,49,29,81,93,100,78,41
9/16/2022,62,47,31,72,81,66,72,100,17880,21300,3420,2130,12150,3600,182,84,330,10500,2022-09-15T22:55:13.000-04:00,2022-09-16T04:50:13.000-04:00,51.19,43,60,-0.31,-0.18,13.125,82,76,100,60,96,97,226,2316,4504,3870,33480,21960,12720,960,60,17220,1.34375,0,67,40,47,74,77,94,100,85,65
9/17/2022,76,65,78,93,65,69,89,100,22230,28860,6630,5220,12390,4620,183,77,690,14640,2022-09-16T22:19:21.000-04:00,2022-09-17T06:20:21.000-04:00,51.97,45,54,-0.75,-0.41,12.375,88,92,100,60,96,100,1710,3795,17820,28555,24000,29760,10380,3300,7380,11580,2.1875,0,79,75,50,94,80,80,100,86,100
9/18/2022,79,66,81,97,81,72,89,100,22380,26520,4140,5460,10470,6450,165,84,660,13710,2022-09-17T21:50:27.000-04:00,2022-09-18T05:12:27.000-04:00,51.84,43,58,-0.31,-0.42,12.875,83,57,95,60,96,100,277,2381,6706,4976,42000,22080,10860,1800,0,9660,1.375,1,66,83,53,1,45,95,100,87,76
9/19/2022,72,62,53,96,90,64,67,100,21540,24420,2880,3570,12780,5190,233,88,210,12180,2022-09-18T22:49:48.000-04:00,2022-09-19T05:36:48.000-04:00,54.43,46,49,-0.05,-0.24,12.25,79,51,78,60,96,100,184,2274,4164,3240,44880,26640,9300,720,0,4860,1.3125,2,71,65,55,86,47,100,91,86,72
9/20/2022,67,49,13,98,97,74,75,100,18450,19980,1530,870,10110,7470,171,92,390,9960,2022-09-19T22:24:46.000-04:00,2022-09-20T03:57:46.000-04:00,49.09,42,60,0.05,-0.01,12.375,85,40,100,78,100,100,606,2736,8475,9586,50040,18180,9840,1140,1980,5220,1.59375,0,68,53,53,88,55,100,97,88,52
9/21/2022,75,54,71,95,93,70,97,100,19470,21960,2490,4800,9750,4920,101,89,960,11310,2022-09-20T23:23:56.000-04:00,2022-09-21T05:29:56.000-04:00,54.93,46,42,0.22,0.15,12.75,91,78,100,78,100,100,372,2444,2981,6273,32820,24000,9780,1860,600,17340,1.40625,0,63,73,52,30,51,86,90,85,43
9/22/2022,79,65,84,97,98,77,72,100,22290,24060,1770,5610,10320,6360,219,93,300,11910,2022-09-21T22:45:24.000-04:00,2022-09-22T05:26:24.000-04:00,56.06,46,61,0.05,0.17,12.625,81,52,95,60,96,99,350,2489,7720,6310,44280,20340,15120,2340,0,4320,1.4375,1,75,83,54,82,56,100,90,88,81
9/23/2022,67,41,38,97,100,85,64,100,16500,17280,780,2580,7860,6060,92,95,150,8520,2022-09-22T23:49:35.000-04:00,2022-09-23T04:37:35.000-04:00,53.23,45,47,-0.08,0.08,12.625,78,40,78,78,96,97,359,2522,7637,6407,50220,16620,15780,1980,60,1740,1.46875,2,64,53,50,81,60,100,98,86,15
9/24/2022,71,57,48,99,83,74,72,98,20220,23760,3540,3210,9240,7770,171,85,330,11400,2022-09-23T23:53:26.000-04:00,2022-09-24T06:29:26.000-04:00,55.7,48,53,-0.14,0,13.125,75,67,95,60,71,96,205,2285,4274,3554,36720,28560,11460,840,0,8820,1.3125,1,68,63,50,73,62,100,75,87,81
9/25/2022,75,65,68,97,72,69,81,100,22290,27900,5610,4530,11100,6660,183,80,1320,14490,2022-09-24T21:38:58.000-04:00,2022-09-25T05:23:58.000-04:00,53.04,44,53,-0.34,-0.11,12.5,69,51,25,60,71,78,63,2033,1347,878,44340,33840,5220,0,0,3000,1.15625,5,76,73,53,95,70,93,100,87,76
9/26/2022,88,98,95,88,53,73,94,100,31020,43080,12060,6570,20100,4350,195,72,810,24120,2022-09-25T17:48:08.000-04:00,2022-09-26T05:46:08.000-04:00,52.96,44,55,-0.16,-0.13,12.25,87,62,95,78,96,96,696,2843,11282,11494,39240,24600,13320,2580,1740,4920,1.65625,1,86,100,65,96,80,99,100,88,92
9/27/2022,77,65,40,97,86,89,81,100,22230,25860,3630,2760,12690,6780,209,86,480,12540,2022-09-26T22:50:46.000-04:00,2022-09-27T06:01:46.000-04:00,58.26,49,53,-0.19,-0.12,13.5,78,45,100,60,71,95,175,2294,3715,2740,47580,23880,10920,480,0,3540,1.34375,0,69,77,66,39,70,98,65,87,75
9/28/2022,77,59,73,98,93,70,91,100,20850,23400,2550,4890,9060,6900,159,89,750,11850,2022-09-27T23:28:33.000-04:00,2022-09-28T05:58:33.000-04:00,55.67,48,46,0.02,-0.02,12.875,73,59,100,43,40,95,248,2353,6012,4199,40620,26400,8580,2340,0,8460,1.375,0,77,77,66,88,78,100,74,86,82
9/29/2022,80,70,74,99,98,76,75,100,23460,25200,1740,4950,10620,7890,132,93,360,12480,2022-09-28T22:44:55.000-04:00,2022-09-29T05:44:55.000-04:00,58.21,48,46,0.26,0.15,13.125,70,54,95,43,40,83,126,2214,2658,1641,43500,31200,9480,120,0,2100,1.28125,1,73,85,68,90,82,83,74,83,24
9/30/2022,81,83,97,64,72,79,67,100,26640,33180,6540,7470,15960,3210,154,80,1620,18540,2022-09-29T20:22:15.000-04:00,2022-09-30T05:35:15.000-04:00,59.05,45,40,0.25,0.29,12.375,56,34,60,25,40,66,139,2224,2929,2066,52020,22140,9540,300,0,2400,1.3125,3,79,88,73,95,89,84,97,75,30
10/1/2022,74,55,67,97,88,80,86,94,19800,22680,2880,4470,8760,6570,99,87,600,11040,2022-10-01T00:06:00.000-04:00,2022-10-01T06:24:00.000-04:00,58,51,37,0.06,0.26,12.5,67,100,100,25,40,46,25,1925,459,378,11700,36840,1800,60,0,36000,1.09375,0,71,70,70,85,95,100,51,66,75
10/2/2022,73,55,56,95,95,80,70,100,19920,22200,2280,3750,11280,4890,102,90,240,11250,2022-10-01T23:47:03.000-04:00,2022-10-02T05:57:03.000-04:00,52.1,45,50,-0.25,0.08,11.875,55,56,60,25,40,38,205,2260,4284,3710,41940,27900,10320,660,0,5580,1.3125,3,76,68,67,None,99,97,98,68,63
10/3/2022,74,67,41,97,90,72,70,100,22800,25920,3120,2790,13440,6570,173,88,270,12480,2022-10-02T22:48:27.000-04:00,2022-10-03T06:00:27.000-04:00,50.18,44,48,-0.2,-0.03,11.375,68,68,100,25,40,82,515,2566,7492,8289,36660,32940,7260,1500,1560,6480,1.46875,0,79,70,67,89,99,98,100,68,78
10/4/2022,84,89,97,46,88,73,86,100,28140,32220,4080,7380,18450,2310,196,87,600,15840,2022-10-03T21:15:43.000-04:00,2022-10-04T06:12:43.000-04:00,54.66,42,42,-0.11,-0.03,12.625,77,100,95,25,71,95,350,2417,3735,6162,29580,24180,9060,2940,60,20580,1.40625,1,79,95,74,55,94,100,98,65,65
10/5/2022,82,65,93,79,96,86,97,100,22320,24420,2100,6210,12150,3960,119,91,960,12150,2022-10-04T23:16:22.000-04:00,2022-10-05T06:03:22.000-04:00,57.56,48,36,-0.08,0.01,12,71,59,100,25,71,95,253,2414,5467,4353,41040,8520,13560,1140,0,22140,1.4375,0,77,90,73,91,93,100,73,58,74
10/7/2022,75,62,79,95,88,71,67,100,21420,24540,3120,5250,11430,4740,117,87,180,12690,2022-10-06T22:37:02.000-04:00,2022-10-07T05:26:02.000-04:00,58.66,49,37,0.14,0.13,12.375,72,43,60,43,96,97,166,2247,2835,2694,48360,25740,10380,480,60,1380,1.3125,3,66,72,72,47,79,93,65,52,70
10/8/2022,71,54,45,95,95,75,72,100,19500,21660,2160,3030,11460,5010,112,90,330,10830,2022-10-07T23:31:00.000-04:00,2022-10-08T05:32:00.000-04:00,54.73,47,46,-0.23,0.07,12.375,84,71,95,60,96,96,488,2646,10548,9432,35040,19320,21600,1560,120,8760,1.53125,1,70,63,68,85,83,97,82,55,58
10/9/2022,70,45,56,95,98,82,67,100,17400,18780,1380,3780,8670,4950,82,93,180,8970,2022-10-09T00:05:31.000-04:00,2022-10-09T05:18:31.000-04:00,53.17,45,54,-0.01,0.05,12.75,85,80,95,60,96,96,298,2347,6830,5516,30360,25740,11880,1740,60,16620,1.375,1,71,60,61,79,74,100,97,63,78
10/10/2022,76,63,65,98,96,81,64,100,21780,23820,2040,4380,10290,7110,151,91,150,12150,2022-10-09T22:57:02.000-04:00,2022-10-10T05:34:02.000-04:00,55.84,46,60,0.04,0.09,11.75,83,65,100,60,96,97,613,2742,8970,10382,37620,27000,12960,2040,1620,5160,1.59375,0,71,75,60,93,76,100,89,74,38
10/11/2022,88,77,99,96,98,86,86,100,25230,27120,1890,8220,11670,5340,173,93,600,13770,2022-10-10T22:29:43.000-04:00,2022-10-11T06:01:43.000-04:00,59.17,50,40,-0.03,0.12,12.125,77,61,100,60,71,96,335,2448,7555,6095,40020,24720,13140,2340,0,6180,1.40625,0,70,100,64,46,67,100,58,70,81
10/12/2022,80,63,78,100,98,74,91,100,21690,23340,1650,5190,7860,8640,126,93,750,11820,2022-10-11T23:12:20.000-04:00,2022-10-12T05:41:20.000-04:00,54.79,47,36,-0.03,0.1,12.375,73,56,100,60,71,96,315,2459,7140,5867,38640,6480,13920,2040,0,25320,1.46875,0,73,84,64,85,68,100,83,64,74
10/16/2022,79,76,54,97,98,72,67,100,24960,26940,1980,3660,15240,6060,168,93,180,13500,2022-10-15T21:34:33.000-04:00,2022-10-16T05:03:33.000-04:00,55.18,46,43,0.21,0.19,11.625,60,52,95,25,40,47,175,2229,4039,2943,41760,31680,9420,780,0,2760,1.28125,1,82,82,None,98,None,87,90,None,55
10/17/2022,71,63,72,90,79,74,37,100,21720,26100,4380,4830,12420,4470,119,83,2250,14250,2022-10-16T22:46:30.000-04:00,2022-10-17T06:01:30.000-04:00,58.38,46,42,0.27,0.32,11.625,47,41,100,1,1,36,140,2221,3110,2166,49200,24840,9240,480,0,2640,1.28125,0,69,62,None,92,None,81,90,None,24
10/18/2022,75,60,64,96,86,85,70,100,20910,24240,3330,4290,11190,5430,119,86,270,13050,2022-10-17T23:17:52.000-04:00,2022-10-18T06:01:52.000-04:00,52.1,43,52,-0.12,0.24,11.875,49,43,100,1,1,48,261,2379,2890,4295,48660,22860,9600,1920,0,3360,1.375,0,77,73,66,87,95,100,100,71,56
10/19/2022,76,62,59,99,90,71,86,100,21540,24420,2880,3960,9840,7740,142,88,600,12030,2022-10-18T23:33:07.000-04:00,2022-10-19T06:20:07.000-04:00,56.92,46,44,0.36,0.29,12.25,51,63,95,1,1,46,141,2195,3048,2198,39300,28380,9540,480,0,8700,1.28125,1,72,75,65,81,95,74,89,71,28
10/20/2022,77,60,52,98,88,85,91,100,21030,24060,3030,3540,10110,7380,129,87,1050,11910,2022-10-19T22:43:18.000-04:00,2022-10-20T05:24:18.000-04:00,52.79,43,53,-0.47,0.07,11.875,47,40,95,1,1,45,189,2325,3981,3042,50220,22020,10320,780,0,3060,1.34375,1,79,78,64,95,100,89,100,78,48
10/21/2022,77,60,92,96,90,74,67,100,21060,23940,2880,6180,9150,5730,119,88,210,12270,2022-10-20T23:10:45.000-04:00,2022-10-21T05:49:45.000-04:00,53.53,44,63,0.1,0.06,12.75,47,55,78,1,1,42,233,2385,5147,3416,42960,21480,18000,540,0,3420,1.40625,2,81,78,63,83,98,97,100,87,73
10/22/2022,71,50,59,79,93,83,83,100,18600,20820,2220,3960,10680,3960,86,89,540,10290,2022-10-21T23:53:03.000-04:00,2022-10-22T05:40:03.000-04:00,54.63,48,42,-0.18,0,12.25,69,65,95,25,40,97,908,3015,16244,16032,37980,23280,12480,4440,2340,5880,1.75,1,75,63,60,89,97,99,72,84,84
10/23/2022,76,57,61,96,96,79,86,100,20340,22260,1920,4110,10680,5550,132,91,600,11310,2022-10-22T23:13:39.000-04:00,2022-10-23T05:24:39.000-04:00,55.33,44,60,-0.19,0.02,12.5,70,52,78,43,40,97,303,2384,6934,5629,44220,26640,11880,1860,0,1800,1.375,2,65,75,58,17,76,98,100,88,18
10/24/2022,70,49,39,97,83,78,91,100,18300,21480,3180,2640,8880,6780,99,85,1050,11370,2022-10-23T22:33:08.000-04:00,2022-10-24T04:31:08.000-04:00,52.47,45,69,0.1,0.07,11.5,71,55,95,43,40,96,219,2344,4694,3553,43140,19140,12780,660,0,10680,1.375,1,73,60,55,82,74,97,95,92,69
10/25/2022,72,65,30,99,62,89,70,100,22110,29280,7170,2070,11520,8520,130,76,270,13200,2022-10-24T23:15:51.000-04:00,2022-10-25T07:23:51.000-04:00,54.44,45,69,-0.04,0.12,12,73,56,100,43,40,96,373,2460,8758,7191,41940,27900,11940,2700,0,1920,1.4375,0,79,65,56,88,78,100,95,95,100
10/26/2022,71,47,50,100,99,81,72,100,17730,18840,1110,3420,5520,8790,117,94,300,9300,2022-10-25T22:53:06.000-04:00,2022-10-26T04:07:06.000-04:00,61.62,50,53,0.01,0.13,12.125,70,43,100,43,40,95,197,2315,4197,3289,48420,24180,10560,720,0,2520,1.34375,0,61,63,54,79,73,100,57,95,2
10/27/2022,79,72,53,96,79,72,97,100,23790,28560,4770,3600,14520,5670,189,83,870,14010,2022-10-26T22:00:00.000-04:00,2022-10-27T05:56:00.000-04:00,58.57,47,56,0.17,0.19,12.375,72,52,100,43,40,95,424,2601,9836,7826,44700,16560,17280,2580,0,5280,1.53125,0,73,83,57,85,77,90,81,95,38
10/28/2022,73,55,68,98,83,79,70,100,19890,23460,3570,4530,8250,7110,95,85,240,11670,2022-10-27T21:55:47.000-07:00,2022-10-28T04:26:47.000-07:00,59.88,50,53,0.14,0.25,12.875,83,72,100,60,71,99,1249,3467,22606,22494,35940,14160,22140,5700,3000,5460,2.03125,0,69,68,56,75,72,93,58,94,70
10/29/2022,59,31,34,97,83,69,67,100,14070,16620,2550,2310,5280,6480,58,85,210,8460,2022-10-29T00:25:54.000-07:00,2022-10-29T05:02:54.000-07:00,60.91,52,54,-0.12,0.17,11.75,78,72,95,60,40,99,453,2547,10611,9163,37380,27060,16860,2340,0,2760,1.46875,1,47,33,50,1,42,100,43,94,42
10/30/2022,75,67,53,99,93,72,67,100,22590,25500,2910,3600,10800,8190,124,89,180,12660,2022-10-29T22:15:06.000-07:00,2022-10-30T05:20:06.000-07:00,57.05,46,46,0.09,0.15,11.875,77,57,100,60,71,99,585,2733,14077,11526,42600,19200,15600,5100,60,3840,1.59375,0,67,73,52,79,38,97,90,91,39
10/31/2022,50,23,2,95,51,64,78,100,11670,16380,4710,120,6570,4980,127,71,420,9120,2022-10-31T00:18:15.000-07:00,2022-10-31T04:51:15.000-07:00,54.14,40,72,-0.18,0.07,12.625,76,47,95,78,71,99,332,2430,7461,6565,34680,6000,12180,1740,0,31800,1.4375,1,53,10,44,67,32,99,90,94,32
11/2/2022,77,61,97,97,96,80,75,71,21210,23340,2130,7620,7200,6390,137,91,390,11730,2022-11-02T00:41:11.000-04:00,2022-11-02T07:10:11.000-04:00,61.88,51,48,1,0.48,13.125,87,49,95,95,71,96,231,2344,5348,3917,45600,22380,12060,1020,0,5340,1.375,1,50,78,45,90,42,20,51,92,35
